Client_ID,Name,Age,Gender,City,Zone,Fashion_Wallet,Tier,LTV_Potential,Purchase_Motivation,Preferred_Channel,Return_Risk_Prob,Social_Influence_Score,Price_Sensitivity,Preferred_Hardware,Preferred_Material,Preferred_Size,Brand_Affinity,Sociological_Profile,Email,Current_Budget,Purchases_Count
CL-150688,Amparo Cornejo Marcos,38,F,Oleiros,Icaria (Inditex),5997,VIP Platinum (Alto Valor),Alto,Tendencia y Estatus,E-Commerce,0.25,53,Media (Busca Valor),Paladio (PHW),Piel Brillante,Large/Tote,Balenciaga | Saint Laurent,Fashion_Exec,amparo.cornejo@gmail.com,5997,0
CL-128274,Cesar Sebastián Garrido,62,M,Murcia,Catedral,64649,Gold (Recurrente),Medio,Acceso al Lujo (Entry),E-Commerce,0.15,17,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Louis Vuitton,Agro_Wealth,cesar.sebastián@gmail.com,37637,0
CL-634045,Charo Castañeda Beltrán,43,F,Marbella,Puerto Banús,38560,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,57,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Dolce & Gabbana | Versace,Global_Jetset,charo.castañeda@gmail.com,38560,0
CL-437333,Celia Arévalo Agustín,42,F,Palma,Son Vida,25092,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,32,Baja (Precio Completo),Oro,Metálico,Mini,Fendi | Dolce & Gabbana,Global_Jetset,celia.arévalo@gmail.com,12486,0
CL-127575,Dulce Llano Tomas,38,F,Oleiros,Icaria (Inditex),22821,VIP Platinum (Alto Valor),Alto,Tendencia y Estatus,E-Commerce,0.25,57,Media (Busca Valor),So Black,Epsom,Large/Tote,Balenciaga | Saint Laurent,Fashion_Exec,dulce.llano@gmail.com,22821,0
CL-973361,Gertrudis Palacio Riquelme,37,F,Oleiros,Icaria (Inditex),4872,VIP Platinum (Alto Valor),Alto,Tendencia y Estatus,WhatsApp Business,0.25,80,Media (Busca Valor),Paladio (PHW),Piel Brillante,Large/Tote,Miu Miu | Balenciaga,Fashion_Exec,gertrudis.palacio@gmail.com,4872,0
CL-756109,Paloma Pera España,38,F,Valencia,Pla del Remei,166214,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,25,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Louis Vuitton,Urban_Sophisticated,paloma.pera@gmail.com,128369,0
CL-442494,Joaquina Azorin Porta,52,F,Madrid,Salamanca,7681,Gold (Recurrente),Medio,Inversión / Coleccionismo,Boutique Privada,0.05,50,Baja (Precio Completo),Oro (GHW),Exótico (Cocodrilo/Avestruz),Mini/Small,Loewe | Hermès,Aristocracy,joaquina.azorin@gmail.com,1684,0
CL-158015,Mireia Yáñez Navarro,30,F,Oleiros,Icaria (Inditex),5679,Gold (Recurrente),Medio,Tendencia y Estatus,E-Commerce,0.25,32,Media (Busca Valor),Paladio (PHW),Epsom,Large/Tote,Saint Laurent | Balenciaga,Fashion_Exec,mireia.yáñez@gmail.com,5679,0
CL-330831,Angelina Llabrés Díaz,55,F,Alcobendas,La Moraleja,8887,VIC (Top 1%),Muy Alto,Acceso al Lujo (Entry),Busca Chollos,0.15,39,Baja (Precio Completo),Paladio (PHW),Grained Calf,Small/Medium,Hermès | Chanel,Elite,angelina.llabrés@gmail.com,111,0
CL-419365,Maricruz Boix Nicolau,67,F,Getxo,Neguri,36066,Gold (Recurrente),Medio,Calidad y Atemporalidad,Boutique Física,0.05,37,Baja (Precio Completo),Oro (GHW),Clemence,Medium (30/32),Hermès | Rolex,Industrial_Wealth,maricruz.boix@gmail.com,882,0
CL-299048,Gema Guerrero Álvarez,32,F,Ourense,Centro,3837,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,39,Baja (Precio Completo),Paladio (PHW),Canvas,Small/Medium,Louis Vuitton,Old_Money_Conservative,gema.guerrero@gmail.com,615,0
CL-913654,Cruz Murillo Castro,57,M,Marbella,Puerto Banús,8533,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,63,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Fendi | Dolce & Gabbana,Global_Jetset,cruz.murillo@gmail.com,1185,0
CL-834275,Azahara Posada Aznar,58,F,Palma,Son Vida,7236,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,62,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Dolce & Gabbana | Hublot,Global_Jetset,azahara.posada@gmail.com,7236,0
CL-506374,Fanny Diéguez Ordóñez,56,F,Madrid,Salamanca,5723,VIP Platinum (Alto Valor),Alto,Inversión / Coleccionismo,Personal Shopper,0.05,31,Baja (Precio Completo),Oro Rosa,Box Leather,Mini/Small,Dior | Hermès,Aristocracy,fanny.diéguez@gmail.com,2423,0
CL-101946,Encarnación Piñol Torre,52,F,Marbella,Puerto Banús,8592,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,42,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Hublot | Dolce & Gabbana,Global_Jetset,encarnación.piñol@gmail.com,8592,0
CL-151390,Jose Angel Tomás Luís,46,M,Oviedo,Uría,17846,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,49,Baja (Precio Completo),Paladio (PHW),Grained Calf,Small/Medium,Louis Vuitton,Old_Money_Conservative,jose angel.tomás@gmail.com,241,0
CL-892994,Tecla Cuéllar Expósito,53,F,Palma,Son Vida,5901,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,54,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Versace | Fendi,Global_Jetset,tecla.cuéllar@gmail.com,658,0
CL-965615,Calixta Barberá Catalán,46,F,Marbella,Puerto Banús,5980,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,62,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Hublot | Fendi,Global_Jetset,calixta.barberá@gmail.com,1501,0
CL-859036,Josefina Fernández Silva,30,F,Marbella,Puerto Banús,38058,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,96,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Fendi | Versace,Global_Jetset,josefina.fernández@gmail.com,19252,0
CL-172857,Maricela Borja Sala,52,F,Marbella,Puerto Banús,25831,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,38,Baja (Precio Completo),Oro,Metálico,Mini,Hublot | Dolce & Gabbana,Global_Jetset,maricela.borja@gmail.com,25831,0
CL-441064,Consuelo Saavedra Castejón,31,F,Palma,Son Vida,7277,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,64,Baja (Precio Completo),Oro,Metálico,Mini,Versace | Fendi,Global_Jetset,consuelo.saavedra@gmail.com,1174,0
CL-870380,Pilar Nadal Santana,71,F,Madrid,Salamanca,4439,Gold (Recurrente),Medio,Inversión / Coleccionismo,Personal Shopper,0.05,26,Baja (Precio Completo),Oro (GHW),Box Leather,Mini/Small,Hermès | Dior,Aristocracy,pilar.nadal@gmail.com,577,0
CL-496998,Malena Higueras Nadal,33,F,Marbella,Puerto Banús,5957,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,64,Baja (Precio Completo),Oro,Metálico,Mini,Fendi | Dolce & Gabbana,Global_Jetset,malena.higueras@gmail.com,3022,0
CL-600548,Jesusa Múñiz Amaya,70,F,Alcobendas,La Moraleja,6053,VIP Platinum (Alto Valor),Alto,Acceso al Lujo (Entry),Busca Chollos,0.15,18,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Chanel | Cartier,Elite,jesusa.múñiz@gmail.com,2431,0
CL-625333,Emelina Díaz Ayala,32,F,Marbella,Puerto Banús,30264,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,92,Baja (Precio Completo),Oro,Metálico,Mini,Dolce & Gabbana | Fendi,Global_Jetset,emelina.díaz@gmail.com,30264,0
CL-692825,Olivia Bueno Pinto,70,F,Alcobendas,La Moraleja,7029,VIP Platinum (Alto Valor),Alto,Acceso al Lujo (Entry),E-Commerce,0.15,16,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Hermès | Chanel,Elite,olivia.bueno@gmail.com,542,0
CL-802648,Clotilde Mendizábal Pacheco,46,F,Altea,Altea Hills,5762,Gold (Recurrente),Medio,Acceso al Lujo (Entry),E-Commerce,0.15,12,Baja (Precio Completo),Paladio (PHW),Canvas,Small/Medium,Louis Vuitton,Expat_Wealth,clotilde.mendizábal@gmail.com,412,0
CL-340561,Clotilde Cabello Ballesteros,37,F,Valencia,Pla del Remei,6238,Gold (Recurrente),Medio,Acceso al Lujo (Entry),E-Commerce,0.15,43,Baja (Precio Completo),Paladio (PHW),Grained Calf,Small/Medium,Louis Vuitton,Urban_Sophisticated,clotilde.cabello@gmail.com,1433,0
CL-607378,Celia Yuste Alemán,75,F,Alcobendas,La Moraleja,7603,VIP Platinum (Alto Valor),Alto,Acceso al Lujo (Entry),Busca Chollos,0.15,37,Baja (Precio Completo),Paladio (PHW),Grained Calf,Small/Medium,Hermès | Chanel,Elite,celia.yuste@gmail.com,1103,0
CL-465189,Xavier Sancho Crespo,37,M,Marbella,Puerto Banús,19014,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,66,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Versace | Fendi,Global_Jetset,xavier.sancho@gmail.com,10236,0
CL-932599,Juanito Ibáñez Bastida,30,M,Marbella,Puerto Banús,5789,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,70,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Dolce & Gabbana | Hublot,Global_Jetset,juanito.ibáñez@gmail.com,5789,0
CL-968709,Verónica Arévalo Ayuso,58,F,Marbella,Puerto Banús,22330,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,62,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Versace | Dolce & Gabbana,Global_Jetset,verónica.arévalo@gmail.com,22330,0
CL-465203,Saturnina Madrid Giralt,34,F,Marbella,Puerto Banús,19544,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,67,Baja (Precio Completo),Oro,Metálico,Mini,Hublot | Dolce & Gabbana,Global_Jetset,saturnina.madrid@gmail.com,19544,0
CL-724478,Elisabet Rodrigo Pulido,52,F,Palma,Son Vida,6239,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,31,Baja (Precio Completo),Oro,Metálico,Mini,Hublot | Dolce & Gabbana,Global_Jetset,elisabet.rodrigo@gmail.com,6239,0
CL-773892,Nayara Barranco Villanueva,55,F,Palma,Son Vida,28531,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,39,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Versace | Hublot,Global_Jetset,nayara.barranco@gmail.com,28531,0
CL-960374,Nico Alberto Torrents,55,M,Palma,Son Vida,8612,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,57,Baja (Precio Completo),Oro,Metálico,Mini,Dolce & Gabbana | Fendi,Global_Jetset,nico.alberto@gmail.com,494,0
CL-464389,Begoña Carreño Roda,34,F,Palma,Son Vida,22165,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,62,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Fendi | Hublot,Global_Jetset,begoña.carreño@gmail.com,9212,0
CL-697688,Nazaret Téllez Godoy,43,F,Palma,Son Vida,35201,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,55,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Hublot | Dolce & Gabbana,Global_Jetset,nazaret.téllez@gmail.com,35201,0
CL-475000,Josefina Criado Amo,38,F,Palma,Son Vida,19168,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,100,Baja (Precio Completo),Oro,Metálico,Mini,Fendi | Versace,Global_Jetset,josefina.criado@gmail.com,94,0
CL-219703,Bernarda Báez Vélez,44,F,Palma,Son Vida,8069,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,30,Baja (Precio Completo),Oro,Metálico,Mini,Hublot | Fendi,Global_Jetset,bernarda.báez@gmail.com,851,0
CL-820871,Macaria Daza Sanmiguel,52,F,Valencia,Pla del Remei,8461,Gold (Recurrente),Medio,Acceso al Lujo (Entry),E-Commerce,0.15,19,Baja (Precio Completo),Paladio (PHW),Canvas,Small/Medium,Louis Vuitton,Urban_Sophisticated,macaria.daza@gmail.com,3450,0
CL-846928,Valentina Viñas Lopez,51,F,Palma,Son Vida,3945,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,58,Baja (Precio Completo),Oro,Metálico,Mini,Dolce & Gabbana | Hublot,Global_Jetset,valentina.viñas@gmail.com,3945,0
CL-503912,Carolina Juan Arce,64,F,Madrid,Salamanca,7815,Gold (Recurrente),Medio,Inversión / Coleccionismo,Personal Shopper,0.05,17,Baja (Precio Completo),Oro Rosa,Box Leather,Mini/Small,Loewe | Dior,Aristocracy,carolina.juan@gmail.com,572,0
CL-361602,África Vélez Lobo,52,F,Madrid,Salamanca,36579,Gold (Recurrente),Medio,Inversión / Coleccionismo,Boutique Privada,0.05,50,Baja (Precio Completo),Oro Rosa,Exótico (Cocodrilo/Avestruz),Mini/Small,Dior | Loewe,Aristocracy,áfrica.vélez@gmail.com,1657,0
CL-410251,Vicenta Fonseca Gimeno,43,F,Marbella,Puerto Banús,19666,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,50,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Dolce & Gabbana | Hublot,Global_Jetset,vicenta.fonseca@gmail.com,19666,0
CL-710917,Alejandra Noriega Hervia,30,F,Alcorcón,Las Retamas,4258,Gold (Recurrente),Medio,Acceso al Lujo (Entry),E-Commerce,0.15,44,Alta (Cazador de Ofertas),Oro (Flashy),Monogram Canvas,Small,Louis Vuitton (Monogram) | Gucci,Aspirational,alejandra.noriega@gmail.com,130,0
CL-928007,Bernardita Barrios Espada,37,F,Marbella,Puerto Banús,8262,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,88,Baja (Precio Completo),Oro,Metálico,Mini,Fendi | Dolce & Gabbana,Global_Jetset,bernardita.barrios@gmail.com,391,0
CL-951513,Roxana Posada Peña,49,F,Palma,Son Vida,8511,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,56,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Versace | Hublot,Global_Jetset,roxana.posada@gmail.com,8511,0
CL-447511,Agustina Chaves Macias,45,F,Ourense,Centro,7009,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,46,Baja (Precio Completo),Paladio (PHW),Grained Calf,Small/Medium,Louis Vuitton,Old_Money_Conservative,agustina.chaves@gmail.com,1411,0
CL-567944,Anselma Morante Tormo,28,F,Madrid,Chamberí,4075,Gold (Recurrente),Medio,Recompensa / Éxito,E-Commerce,0.15,44,Media (Busca Valor),Paladio (PHW),Grained Calf,Small/Medium,Jacquemus | Gucci,Young_High_Pro,anselma.morante@gmail.com,1766,0
CL-800800,Azahara Duran Herrera,58,F,Palma,Son Vida,4782,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,32,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Hublot | Versace,Global_Jetset,azahara.duran@gmail.com,4782,0
CL-686417,Xiomara Nevado Rius,30,F,Madrid,Chamberí,28424,Gold (Recurrente),Medio,Recompensa / Éxito,E-Commerce,0.15,20,Media (Busca Valor),Paladio (PHW),Grained Calf,Small/Medium,Jacquemus | Celine,Young_High_Pro,xiomara.nevado@gmail.com,700,0
CL-452868,Maribel Prado Ferrándiz,39,F,Oleiros,Icaria (Inditex),7358,VIP Platinum (Alto Valor),Alto,Tendencia y Estatus,E-Commerce,0.25,73,Media (Busca Valor),So Black,Piel Brillante,Large/Tote,Prada | Miu Miu,Fashion_Exec,maribel.prado@gmail.com,596,0
CL-904555,Adela Barón Cueto,33,F,Oleiros,Icaria (Inditex),8398,VIP Platinum (Alto Valor),Alto,Tendencia y Estatus,WhatsApp Business,0.25,56,Media (Busca Valor),So Black,Piel Brillante,Large/Tote,Saint Laurent | Balenciaga,Fashion_Exec,adela.barón@gmail.com,8398,0
CL-912217,Susana Marti Peiró,58,F,Marbella,Puerto Banús,7800,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,68,Baja (Precio Completo),Oro,Metálico,Mini,Hublot | Fendi,Global_Jetset,susana.marti@gmail.com,319,0
CL-870432,María Ángeles Lledó Parra,38,F,Marbella,Puerto Banús,7581,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,87,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Hublot | Fendi,Global_Jetset,maría ángeles.lledó@gmail.com,2340,0
CL-307072,Ruperto Pinedo Mariño,32,M,Ourense,Centro,8285,Estándar (Ocasional),Bajo,Acceso al Lujo (Entry),Busca Chollos,0.15,30,Alta (Cazador de Ofertas),Paladio (PHW),Canvas,Small/Medium,Louis Vuitton,Old_Money_Conservative,ruperto.pinedo@gmail.com,19,0
CL-756697,Aroa Estrada Campillo,49,F,Marbella,Puerto Banús,7058,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,49,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Fendi | Dolce & Gabbana,Global_Jetset,aroa.estrada@gmail.com,2320,0
CL-472914,Fabiola Blazquez Ferreras,34,F,Oleiros,Icaria (Inditex),4133,Gold (Recurrente),Medio,Tendencia y Estatus,WhatsApp Business,0.25,48,Media (Busca Valor),So Black,Epsom,Large/Tote,Saint Laurent | Prada,Fashion_Exec,fabiola.blazquez@gmail.com,141,0
CL-995318,Tecla Milla Fuster,35,F,Palma,Son Vida,6082,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,93,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Versace | Fendi,Global_Jetset,tecla.milla@gmail.com,758,0
CL-812639,Elisabet Robles Barón,56,F,Marbella,Puerto Banús,5286,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,44,Baja (Precio Completo),Oro,Metálico,Mini,Versace | Fendi,Global_Jetset,elisabet.robles@gmail.com,203,0
CL-263270,Macarena Vila Cerdán,30,F,Oviedo,Uría,151499,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,43,Baja (Precio Completo),Oro,Canvas,Small/Medium,Louis Vuitton,Old_Money_Conservative,macarena.vila@gmail.com,117579,0
CL-146517,Nuria Alegria Pla,59,F,Marbella,Puerto Banús,8881,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,54,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Dolce & Gabbana | Fendi,Global_Jetset,nuria.alegria@gmail.com,8881,0
CL-834292,Luisa Luís Blanco,33,F,Palma,Son Vida,7575,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,85,Baja (Precio Completo),Oro,Metálico,Mini,Fendi | Versace,Global_Jetset,luisa.luís@gmail.com,1357,0
CL-229386,Odalys Verdugo Nicolás,32,F,Palma,Son Vida,22163,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,94,Baja (Precio Completo),Oro,Metálico,Mini,Dolce & Gabbana | Fendi,Global_Jetset,odalys.verdugo@gmail.com,11987,0
CL-339460,Daniela López Peñas,31,F,Palma,Son Vida,7101,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,86,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Dolce & Gabbana | Hublot,Global_Jetset,daniela.lópez@gmail.com,7101,0
CL-525117,Gabriel Pons Serrano,31,M,Alcorcón,Las Retamas,8054,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,21,Alta (Cazador de Ofertas),Oro (Flashy),Monogram Canvas,Small,Louis Vuitton (Monogram) | Gucci,Aspirational,gabriel.pons@gmail.com,513,0
CL-286339,Benito Ayllón Ribes,55,M,Marbella,Puerto Banús,20687,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,65,Baja (Precio Completo),Oro,Metálico,Mini,Versace | Fendi,Global_Jetset,benito.ayllón@gmail.com,5065,0
CL-913246,Atilio Cuesta Tenorio,28,M,Altea,Altea Hills,119599,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,38,Baja (Precio Completo),Paladio (PHW),Grained Calf,Small/Medium,Louis Vuitton,Expat_Wealth,atilio.cuesta@gmail.com,80452,0
CL-465679,Fabiola Montesinos Carretero,42,F,Marbella,Puerto Banús,19606,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,44,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Fendi | Hublot,Global_Jetset,fabiola.montesinos@gmail.com,5349,0
CL-228759,Juana Córdoba Oliva,47,F,Marbella,Puerto Banús,8190,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,70,Baja (Precio Completo),Oro,Metálico,Mini,Fendi | Hublot,Global_Jetset,juana.córdoba@gmail.com,1494,0
CL-114499,Ana Echeverría Soto,32,F,Barcelona,Sarrià,38410,Gold (Recurrente),Medio,Calidad y Atemporalidad,Teléfono Privado,0.05,29,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Louis Vuitton,Bourgeoisie,ana.echeverría@gmail.com,5482,0
CL-483012,Isaura Giner Palacio,59,F,Marbella,Puerto Banús,16710,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,51,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Fendi | Hublot,Global_Jetset,isaura.giner@gmail.com,4805,0
CL-111110,Ulises Estrada Cuadrado,28,M,Oleiros,Icaria (Inditex),5692,VIP Platinum (Alto Valor),Alto,Tendencia y Estatus,E-Commerce,0.25,60,Media (Busca Valor),So Black,Epsom,Large/Tote,Saint Laurent | Prada,Fashion_Exec,ulises.estrada@gmail.com,14,0
CL-236088,Carmen Ferrández Vendrell,71,F,Getxo,Neguri,6496,Gold (Recurrente),Medio,Calidad y Atemporalidad,Teléfono Privado,0.05,35,Baja (Precio Completo),Permabrass,Togo,Medium (30/32),Rolex | Prada,Industrial_Wealth,carmen.ferrández@gmail.com,309,0
CL-822129,Benigna Requena Castañeda,60,F,Marbella,Puerto Banús,7537,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,34,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Hublot | Versace,Global_Jetset,benigna.requena@gmail.com,7537,0
CL-600608,Calista Corbacho Cáceres,37,F,Palma,Son Vida,4203,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,87,Baja (Precio Completo),Oro,Metálico,Mini,Fendi | Hublot,Global_Jetset,calista.corbacho@gmail.com,1061,0
CL-136673,Lino Duque Batalla,54,M,Palma,Son Vida,8135,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,54,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Hublot | Dolce & Gabbana,Global_Jetset,lino.duque@gmail.com,8135,0
CL-109678,Rosa María Mena Barón,43,F,Palma,Son Vida,24703,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,49,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Dolce & Gabbana | Versace,Global_Jetset,rosa maría.mena@gmail.com,24703,0
CL-100697,Julia Córdoba Salazar,25,F,Oleiros,Icaria (Inditex),8684,VIP Platinum (Alto Valor),Alto,Tendencia y Estatus,E-Commerce,0.25,59,Media (Busca Valor),So Black,Piel Brillante,Large/Tote,Saint Laurent | Miu Miu,Fashion_Exec,julia.córdoba@gmail.com,8684,0
CL-628763,Margarita Tomás Velasco,41,F,Palma,Son Vida,24619,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,60,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Fendi | Versace,Global_Jetset,margarita.tomás@gmail.com,7308,0
CL-406686,Rogelio Monreal Ferrando,54,M,Marbella,Puerto Banús,23024,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,59,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Fendi | Versace,Global_Jetset,rogelio.monreal@gmail.com,11022,0
CL-110749,Evita Amigó Raya,42,F,Marbella,Puerto Banús,16573,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,32,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Dolce & Gabbana | Versace,Global_Jetset,evita.amigó@gmail.com,16573,0
CL-810044,Salud Gálvez Caparrós,59,F,Palma,Son Vida,15486,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,63,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Hublot | Dolce & Gabbana,Global_Jetset,salud.gálvez@gmail.com,15486,0
CL-554135,Ximena Lozano Español,28,F,Oleiros,Icaria (Inditex),4862,VIP Platinum (Alto Valor),Alto,Tendencia y Estatus,WhatsApp Business,0.25,60,Media (Busca Valor),So Black,Epsom,Large/Tote,Prada | Miu Miu,Fashion_Exec,ximena.lozano@gmail.com,1519,0
